Верхний зуб 1,Верхний зуб 2,Верхний зуб 3,Верхний зуб 4,Верхний зуб 5,Верхний зуб 6,Нижний зуб 1,Нижний зуб 2,Нижний зуб 3,Нижний зуб 4,Нижний зуб 5,Нижний зуб 6,Индекс 1
6.05,8.88,9.24,9.47,7.79,6.83,1.98,2.84,7.65,0.44,2.54,5.54,229.919
5.24,5.73,9.87,0.26,1.41,2.67,0.48,1.32,3.06,2.64,7.39,4.74,128.273
9.6,0.9,3.4,9.33,6.39,6.05,7.23,6.11,8.4,4.24,6.76,4.2,96.562
0.87,0.88,1.72,6.8,8.21,0.67,4.0,4.28,9.68,5.32,8.43,4.91,52.294
2.45,1.15,0.33,7.43,6.41,2.33,5.33,6.51,3.64,7.98,4.41,5.53,60.180
1.73,2.34,1.87,8.07,0.35,9.12,0.84,4.76,1.45,4.98,7.53,9.45,80.938
4.67,5.41,2.98,6.12,8.71,1.79,6.81,9.6,9.27,0.17,3.22,8.68,78.623
5.58,9.22,9.02,5.14,2.95,2.78,7.13,7.14,3.08,1.59,6.94,5.52,110.478
7.94,8.64,4.44,8.33,9.63,6.89,7.45,3.11,0.9,2.86,3.76,4.17,206.157
8.66,8.67,3.08,3.41,0.62,7.71,4.45,5.21,5.84,0.39,6.22,5.45,116.655
1.35,6.78,7.15,8.4,5.89,7.22,6.73,9.87,7.16,5.66,6.67,4.05,91.654
7.08,8.25,3.02,9.8,4.58,6.68,6.27,5.17,2.21,2.08,2.8,3.61,178.004
7.33,0.61,2.84,4.16,3.51,3.72,8.66,5.43,4.81,8.37,3.2,3.13,65.982
0.34,6.91,6.92,9.13,4.11,7.96,5.04,1.33,8.46,6.55,8.51,3.41,106.216
7.1,7.7,6.56,4.97,4.16,8.44,9.63,1.27,9.31,2.03,1.56,7.55,124.179
8.56,2.43,7.76,6.14,2.27,3.61,5.06,3.44,2.8,5.73,1.61,3.63,138.168
6.49,3.66,1.58,2.64,6.65,0.3,5.89,1.68,2.49,6.2,1.46,1.56,110.581
7.16,6.51,2.68,1.41,8.84,6.14,9.98,1.26,2.7,0.82,7.99,3.42,125.105
7.82,2.73,7.22,3.8,5.48,4.3,0.25,6.79,3.26,0.58,4.78,8.08,132.056
8.53,0.75,6.18,7.64,7.15,5.89,8.58,3.1,7.94,8.39,0.78,6.09,103.612
0.3,4.23,6.94,9.01,5.34,4.3,1.21,9.65,9.21,8.0,7.67,2.61,78.540
7.27,9.04,0.59,0.08,8.28,2.0,4.5,3.45,6.31,2.77,2.99,6.89,101.301
2.09,1.08,4.62,9.29,0.34,1.32,0.64,0.39,2.6,3.04,1.39,9.78,105.045
8.01,0.87,9.85,4.54,3.49,3.12,8.94,3.32,9.8,6.21,8.2,1.77,78.138
8.62,6.86,4.59,0.11,9.46,8.11,4.65,8.78,6.08,0.82,6.33,5.32,118.043
8.92,0.07,3.39,5.95,2.88,5.09,9.51,4.3,4.83,3.57,4.63,3.53,86.599
3.98,6.1,1.1,1.85,4.77,3.38,0.68,2.74,4.08,3.43,8.24,7.21,80.288
4.87,4.71,5.96,2.16,9.49,8.39,0.99,0.57,5.92,8.29,9.18,3.28,126.036
1.31,9.75,0.3,0.9,2.33,1.8,7.5,7.6,8.74,1.75,3.92,9.89,41.599
6.79,1.14,4.79,5.04,9.05,7.11,8.42,7.12,9.42,9.51,0.98,8.81,76.638
5.16,9.75,2.24,3.44,4.11,0.82,9.12,1.42,1.0,9.04,5.28,2.84,88.920
8.69,4.67,4.33,5.78,2.39,8.28,5.64,0.07,0.88,9.4,8.08,3.88,122.147
1.23,2.56,3.72,8.54,3.14,2.33,2.82,1.95,8.19,9.76,6.26,5.64,62.161
8.61,8.89,7.64,9.76,3.6,9.0,3.42,7.93,6.07,5.53,6.21,6.43,133.464
3.13,1.58,1.56,1.08,3.86,9.49,0.54,2.12,9.65,1.17,8.05,1.81,88.689
0.94,6.62,2.83,8.56,4.72,1.78,5.03,7.91,9.19,8.48,0.74,7.65,65.256
6.27,9.59,4.37,4.49,7.08,7.66,6.73,4.21,1.62,8.58,2.99,3.95,140.527
0.72,3.14,8.23,4.15,1.41,8.67,8.47,5.59,9.84,3.85,0.92,0.53,90.137
5.42,2.37,1.07,3.42,5.3,7.71,7.87,2.79,6.62,4.23,3.66,3.98,86.758
3.37,9.56,4.52,8.64,9.14,4.27,8.98,3.31,6.65,9.62,2.39,6.75,104.775
0.46,0.91,0.18,8.71,5.51,9.89,8.18,4.01,4.71,0.66,8.85,5.96,79.271
0.01,3.92,5.8,8.82,4.17,5.55,8.97,6.76,2.53,8.31,1.43,6.57,81.776
4.65,8.96,0.99,0.18,7.94,3.04,2.1,8.82,9.49,9.87,1.88,7.77,64.513
1.24,0.47,9.35,9.16,5.72,1.38,9.03,6.89,1.59,2.53,9.46,0.82,90.106
4.23,4.85,0.96,3.79,5.55,7.61,4.4,6.08,2.28,5.33,9.29,2.88,89.194
8.59,9.69,9.12,7.52,3.42,9.45,1.12,2.84,8.2,3.79,2.05,7.6,186.680
5.16,6.94,7.02,4.51,3.64,5.36,4.42,5.34,4.75,1.1,8.09,4.05,117.586
2.16,7.8,1.73,5.69,2.87,5.68,2.85,9.26,7.3,4.47,6.55,1.79,80.478
6.15,7.66,4.32,9.62,1.93,3.39,0.94,5.85,7.44,5.94,1.38,3.91,129.890
5.67,0.83,4.85,8.13,0.27,0.15,9.98,7.56,5.75,7.27,2.12,3.08,55.649
9.24,5.41,3.05,7.82,0.33,8.18,8.07,4.12,3.5,1.92,2.18,3.47,146.303
1.46,4.15,6.14,6.1,2.02,5.09,6.4,5.88,8.14,1.5,3.05,7.95,75.820
5.67,8.82,5.99,1.23,2.61,0.82,1.42,0.21,1.45,5.0,1.42,8.23,141.794
0.89,7.59,2.98,3.15,7.9,1.98,5.71,3.35,2.27,6.22,2.96,4.08,99.593
0.31,8.45,3.39,2.99,5.92,4.87,9.51,3.17,6.19,8.81,7.76,4.06,65.646
7.8,3.81,6.07,0.63,0.99,5.14,4.95,1.94,9.03,0.96,5.89,1.18,102.046
8.57,8.11,5.68,9.13,9.12,7.89,0.28,3.39,2.74,8.99,3.18,6.14,196.197
4.98,1.45,4.79,6.79,4.75,6.13,3.78,9.36,3.27,4.95,0.51,1.69,122.623
2.46,2.11,5.16,5.27,2.92,3.42,7.27,4.91,7.92,7.63,1.16,5.74,61.623
8.42,5.95,2.25,7.1,5.42,2.26,6.71,5.57,8.22,9.82,7.05,7.63,69.778
3.97,4.21,7.39,3.08,5.95,7.35,2.75,7.01,1.99,7.39,1.65,1.36,144.244
5.24,2.29,6.05,1.48,1.5,4.57,2.61,9.28,2.58,7.89,8.78,9.75,51.675
1.11,6.23,2.33,5.79,4.11,5.94,9.61,9.18,2.36,7.98,8.64,5.07,59.547
3.15,4.61,6.48,6.65,7.39,6.06,8.23,1.95,0.33,9.35,5.31,6.28,109.189
6.15,9.53,7.04,5.68,0.8,5.49,0.49,2.0,7.24,3.04,1.07,4.37,190.500
5.79,7.89,8.93,3.59,5.88,0.09,0.83,0.59,7.33,8.28,5.78,8.19,103.774
2.72,2.51,6.61,1.37,9.05,8.59,6.73,7.42,3.49,9.48,3.31,7.48,81.377
8.15,1.17,2.51,6.15,2.01,7.57,4.46,7.22,2.15,4.28,9.07,4.64,86.612
5.12,9.1,0.28,1.72,1.1,9.36,7.56,1.49,9.5,6.95,3.24,2.91,84.297
2.29,6.59,3.44,5.12,4.78,2.96,3.93,8.63,3.83,6.45,8.8,5.2,68.350
3.49,7.02,5.7,2.39,8.58,0.32,5.21,9.48,2.0,9.71,2.04,0.07,96.457
9.72,5.11,2.83,2.0,3.02,3.91,4.98,4.42,9.58,8.77,3.04,2.39,80.139
5.37,3.77,8.0,4.71,5.92,3.8,0.78,2.24,2.25,4.09,3.19,3.73,193.919
1.82,5.52,2.61,2.15,6.62,5.95,8.6,8.97,3.03,1.8,9.54,2.75,71.116
5.98,5.9,4.87,0.39,2.12,0.91,9.7,9.19,1.09,4.23,1.62,9.17,57.629
9.95,6.6,3.87,4.03,6.45,2.9,5.46,1.44,7.49,6.28,2.23,1.15,140.541
1.65,6.9,1.33,0.31,9.46,8.74,6.27,0.78,4.22,7.96,5.1,0.08,116.305
7.4,4.4,4.73,1.9,5.57,6.53,8.13,4.41,9.08,8.55,1.89,8.31,75.625
2.16,9.87,5.76,3.63,6.71,2.75,0.01,7.39,7.85,7.06,8.67,3.05,90.743
4.54,3.73,8.1,3.97,3.08,9.22,7.25,9.18,7.44,9.51,5.61,3.34,77.108
8.06,6.92,1.11,3.76,7.81,0.47,4.66,4.81,5.79,7.93,0.09,8.22,89.302
9.72,2.93,4.49,3.76,1.03,0.89,2.06,7.33,5.61,6.82,1.93,8.38,71.024
7.78,9.97,4.09,3.79,9.73,3.84,0.64,4.43,8.17,3.52,4.39,3.66,158.001
9.51,7.63,9.4,5.29,2.7,3.23,0.92,9.35,7.46,1.65,0.02,7.92,138.214
5.08,2.48,8.53,3.7,4.81,7.39,3.12,6.18,7.98,7.25,1.74,4.0,105.682
3.15,3.67,0.31,9.68,4.55,9.17,8.47,4.66,9.27,3.51,0.19,7.07,92.041
4.77,2.52,6.47,1.04,5.78,2.95,0.41,0.1,1.77,0.23,3.76,6.48,184.549
4.01,9.08,4.41,4.25,7.48,5.45,8.73,3.48,0.36,4.28,7.43,7.18,110.235
3.33,1.85,6.55,5.11,6.73,1.79,1.07,8.8,2.66,2.63,8.19,3.72,93.683
6.4,0.18,5.17,2.09,0.07,8.32,9.21,4.94,2.91,8.3,6.87,5.76,58.515
9.09,9.75,9.57,6.08,2.44,2.79,0.83,2.62,2.33,5.59,6.92,1.27,203.067
8.78,0.38,3.54,5.96,7.28,6.27,4.63,9.59,4.11,4.59,9.99,7.21,80.284
3.66,3.73,4.59,0.68,7.02,1.07,7.99,0.4,8.65,0.6,4.27,2.12,86.350
0.14,0.95,9.7,8.69,2.44,0.14,3.3,6.16,5.52,4.23,9.77,2.65,69.744
3.39,9.48,7.81,1.29,3.85,3.01,2.32,7.53,6.02,9.89,7.64,5.58,73.961
6.07,2.24,9.09,8.95,4.46,7.04,2.94,2.65,6.14,0.16,3.41,8.35,160.042
0.71,4.91,9.35,5.33,7.28,2.06,5.92,8.73,4.65,1.49,8.38,2.47,93.679
9.64,7.87,6.28,2.56,9.37,3.85,0.63,0.72,8.35,7.16,8.8,3.85,134.090
8.18,3.48,5.09,4.19,6.16,9.86,2.93,7.63,0.21,8.82,1.01,9.39,123.241
8.13,2.59,8.48,8.6,7.68,3.23,0.1,6.92,2.3,9.15,9.21,7.41,110.316
2.4,0.22,5.03,0.78,6.85,3.49,9.97,1.96,5.18,9.93,0.75,9.11,50.867
9.54,8.53,4.48,8.4,5.51,8.49,6.67,6.89,1.82,3.74,7.69,6.65,134.340
8.7,5.24,7.49,8.21,7.27,7.12,5.09,8.4,7.58,4.82,9.45,9.36,98.501
8.76,9.55,8.11,9.85,7.42,2.18,8.34,6.02,2.31,9.98,5.88,4.08,125.294
0.85,6.57,6.92,2.59,5.23,0.58,7.01,4.85,0.85,4.27,9.56,0.77,83.266
6.74,2.85,7.29,5.41,8.46,8.4,5.04,7.33,8.9,8.34,2.68,2.22,113.445
8.23,9.67,0.7,9.94,4.96,6.2,9.36,7.38,3.16,2.54,5.43,6.24,116.388
1.61,6.68,7.38,5.49,8.87,8.14,0.65,5.8,2.89,3.83,0.57,4.35,211.001
5.25,6.67,3.32,1.13,8.38,7.17,3.51,1.52,1.33,0.58,4.83,2.91,217.439
2.67,7.07,3.8,4.16,4.38,5.22,5.63,0.81,2.59,2.92,2.73,6.19,130.810
8.26,4.56,3.43,7.33,3.22,9.32,2.21,0.82,9.57,0.13,1.49,7.42,166.913
6.45,9.9,7.45,6.07,8.94,5.14,1.36,9.47,0.9,2.73,7.83,1.28,186.466
1.45,9.07,5.64,3.6,1.83,7.02,1.77,8.5,6.5,6.62,1.61,6.89,89.715
1.57,8.04,7.45,8.43,0.88,7.87,1.08,2.78,5.2,5.15,7.71,1.5,146.200
7.4,0.92,8.55,1.02,5.3,8.79,4.53,0.95,2.75,5.64,3.45,0.67,177.765
6.55,1.22,2.87,4.01,5.2,8.72,5.04,3.91,5.95,6.65,0.3,6.35,101.312
3.62,6.17,3.07,1.37,3.47,4.47,0.79,0.56,6.74,8.23,1.55,2.67,107.936
2.24,6.47,5.98,6.56,7.42,2.02,2.41,5.0,8.62,5.77,1.57,4.62,109.646
7.58,9.65,1.84,6.13,9.57,9.33,4.81,0.22,8.1,7.07,8.31,4.47,133.717
8.19,0.82,6.51,8.21,1.82,6.46,6.75,2.35,7.22,8.4,9.7,1.99,87.915
6.7,5.36,8.27,1.86,7.48,6.08,9.75,6.61,2.24,9.71,8.2,7.55,81.139
8.92,5.11,6.38,9.26,2.74,8.14,3.41,1.67,1.01,5.61,2.85,0.78,264.514
1.26,2.75,1.23,9.23,0.94,4.08,8.28,8.79,0.32,2.7,7.73,0.9,67.862
6.48,4.17,5.14,3.48,5.02,7.21,1.55,8.03,6.02,7.71,0.83,9.43,93.834
7.85,3.38,1.97,5.17,5.93,8.19,4.38,8.41,9.81,7.57,0.89,6.2,87.198
7.94,0.1,9.59,6.82,6.47,4.25,7.85,0.21,8.97,6.64,7.18,0.72,111.403
2.19,1.9,5.45,1.67,1.84,8.59,5.38,0.16,7.99,2.67,2.13,8.83,79.676
7.85,5.14,5.93,9.93,2.06,7.96,4.76,9.64,9.87,8.3,6.47,8.48,81.797
5.3,4.35,5.85,6.7,5.89,4.61,4.9,1.84,8.84,0.13,2.04,7.54,129.300
6.78,9.09,5.21,2.56,0.24,4.65,2.29,3.24,7.28,6.48,2.07,6.04,104.124
0.37,3.15,5.34,4.3,6.72,4.84,8.2,5.4,4.12,5.59,7.97,4.46,69.166
8.21,2.95,5.89,7.54,4.93,2.15,7.8,7.31,9.73,0.6,7.31,5.56,82.668
8.58,2.54,3.15,5.37,7.0,8.6,9.53,2.04,0.18,1.03,1.79,0.43,234.933
7.85,3.55,6.73,8.2,8.37,2.47,0.32,6.46,9.66,4.16,2.46,2.81,143.680
3.24,8.84,7.71,7.83,8.3,8.08,1.23,7.38,0.61,6.89,4.33,4.05,179.665
5.47,6.33,2.22,0.59,5.55,4.54,1.07,2.72,5.33,9.64,0.04,1.14,123.872
2.61,9.14,7.28,0.13,7.64,3.83,8.15,8.06,9.99,4.45,4.0,2.31,82.873
1.45,9.17,6.55,1.12,7.98,8.12,3.65,0.44,6.76,0.44,6.5,4.78,152.370
6.19,7.8,1.56,0.67,5.0,4.73,0.77,9.09,3.29,6.28,6.74,4.78,83.845
7.19,3.74,2.72,6.66,9.95,7.59,7.8,3.06,2.71,8.86,1.16,1.7,149.664
9.7,8.32,4.36,5.21,0.35,9.28,4.62,4.62,3.0,9.84,5.59,7.25,106.586
3.2,7.08,9.73,9.05,2.59,3.94,4.8,6.63,3.77,6.91,1.82,5.85,119.510
0.51,9.46,1.71,9.88,1.15,5.72,1.33,7.71,7.69,8.31,5.98,2.28,85.375
4.85,6.26,0.31,3.51,3.21,8.03,7.27,4.72,1.18,4.57,0.22,6.96,105.016
1.39,5.95,1.0,1.88,7.39,5.79,4.83,2.0,8.02,2.15,1.34,7.14,91.837
5.02,3.57,3.66,9.29,3.63,9.33,4.86,1.47,7.8,8.03,4.27,5.15,109.246
1.09,0.73,5.48,7.42,7.98,1.69,3.43,9.29,5.73,4.77,0.97,2.53,91.280
4.03,8.96,3.65,6.24,3.25,5.26,7.93,3.85,5.48,1.75,5.41,8.22,96.170
7.04,2.97,3.13,6.86,0.09,3.15,0.19,8.43,5.44,8.74,9.3,4.68,63.187
4.75,4.28,0.46,2.35,8.71,5.86,5.85,4.6,9.29,6.32,1.93,1.62,89.193
8.79,5.44,0.03,6.64,4.06,8.2,2.54,7.45,3.38,6.3,3.84,7.56,106.727
7.32,1.11,5.21,8.69,8.13,8.72,2.72,1.97,5.91,7.48,8.17,4.06,129.264
2.59,1.01,6.76,4.15,4.43,4.47,0.45,6.83,4.99,6.01,7.08,5.81,75.104
0.25,9.63,7.8,2.23,0.16,8.48,0.68,9.41,2.74,1.12,2.8,3.14,143.539
2.28,2.98,9.84,2.18,3.17,4.03,8.7,6.7,8.2,0.82,9.03,5.08,63.535
0.1,6.66,3.84,7.09,2.56,1.71,4.58,1.78,9.11,6.06,7.64,2.16,70.093
0.36,4.66,8.7,4.15,2.32,8.82,6.74,1.31,4.86,3.28,2.79,0.86,146.220
4.1,7.2,7.84,0.5,6.11,0.08,1.64,5.94,9.28,7.97,2.54,1.88,88.308
3.77,0.34,8.4,3.51,4.44,5.29,6.38,5.27,9.07,3.92,7.36,7.79,64.715
1.71,9.0,1.43,0.01,4.45,3.31,5.89,2.77,8.05,0.22,9.48,2.67,68.466
0.81,6.53,4.18,2.06,6.53,1.08,2.9,0.96,6.0,5.39,1.28,7.27,89.034
2.31,4.76,0.38,8.35,1.95,9.37,2.62,9.8,8.97,2.51,2.64,8.35,77.730
2.83,5.16,9.41,4.65,4.05,4.66,7.22,7.15,4.59,6.14,0.74,6.4,95.409
5.82,7.05,3.38,3.99,3.98,4.88,4.93,1.6,7.7,1.26,5.4,9.81,94.788
3.35,9.88,3.67,7.55,5.57,5.62,5.55,9.5,6.69,9.69,6.6,6.3,80.397
2.05,5.26,1.74,4.75,4.93,5.35,7.5,1.83,2.64,9.44,9.36,9.92,59.179
3.71,1.04,1.41,9.18,3.26,8.33,4.03,2.45,2.56,1.8,8.82,2.91,119.318
1.09,6.56,4.63,4.94,4.45,1.5,3.1,9.86,9.72,1.05,2.42,3.13,79.133
4.56,8.28,9.32,9.58,3.81,4.65,8.47,2.65,9.23,2.13,2.15,0.35,160.929
7.86,8.16,8.13,4.22,8.79,4.55,3.83,4.21,1.39,8.49,8.42,9.53,116.281
8.84,4.81,9.92,0.74,9.79,1.36,7.13,6.19,6.41,4.09,5.56,0.29,119.515
6.22,8.05,5.87,7.59,1.12,5.49,7.01,6.31,4.08,1.79,2.78,1.48,146.439
6.58,4.24,1.25,4.93,4.04,6.35,8.79,8.19,7.33,0.59,5.15,8.9,70.321
5.29,1.41,7.18,3.7,1.81,5.62,0.75,9.91,4.43,1.42,0.93,2.31,126.633
3.91,9.01,9.75,5.09,2.32,9.58,2.8,3.53,1.23,8.29,8.22,5.68,133.311
5.11,3.39,4.39,0.66,3.12,1.66,6.67,0.21,5.57,9.99,9.57,2.98,52.386
6.47,2.61,6.31,7.87,4.86,4.44,2.94,1.88,9.22,1.02,4.81,4.08,135.950
6.59,2.46,1.57,1.52,6.59,8.96,3.09,3.05,7.54,2.52,8.66,5.76,90.431
7.71,7.5,0.86,1.86,2.93,9.14,5.13,6.35,1.85,5.81,1.25,2.22,132.685
7.51,6.06,3.82,1.69,4.82,0.28,2.14,1.85,7.28,0.75,4.96,2.14,126.464
4.45,8.7,7.14,8.23,8.48,3.7,7.33,5.62,3.28,1.56,1.81,1.35,194.272
4.71,2.87,5.97,7.28,7.45,4.0,0.14,8.34,6.54,5.68,5.27,7.98,95.081
6.59,2.3,6.36,1.77,9.2,1.86,5.4,3.57,7.78,5.33,9.57,3.01,81.016
9.8,9.88,5.33,4.08,4.39,5.04,1.99,8.34,7.25,6.83,0.49,1.4,146.464
5.13,4.16,6.4,7.28,3.39,9.68,0.27,7.28,8.51,6.6,4.08,2.88,121.675
7.86,0.77,9.12,5.63,0.76,3.39,5.36,6.24,5.51,4.11,9.06,1.06,87.843
0.04,6.04,4.43,2.83,6.09,3.55,0.23,9.98,8.18,7.87,7.53,0.57,66.880
5.53,8.01,7.65,0.22,2.41,5.74,5.59,3.53,7.34,4.95,8.03,2.22,93.367
3.41,8.16,4.78,3.94,8.31,4.86,8.43,8.83,8.1,9.61,6.09,0.45,80.607
2.88,9.71,2.65,1.11,9.3,4.97,8.11,8.93,3.94,7.9,4.06,8.18,74.465
0.39,6.12,3.76,6.97,5.39,4.73,5.08,1.22,9.91,5.03,9.83,9.27,67.824
8.47,0.41,7.76,9.44,2.8,8.7,6.72,6.92,2.54,0.53,6.92,3.12,140.486
3.89,9.5,7.7,9.76,5.51,8.19,4.97,4.85,1.75,8.74,1.64,4.14,170.755
2.2,6.87,7.66,6.85,2.51,8.92,5.34,8.83,8.18,4.69,5.4,7.75,87.111
8.68,6.83,0.13,2.22,7.99,9.88,6.01,9.62,0.28,9.3,7.94,2.93,99.030
8.52,2.26,8.43,3.27,1.27,8.64,6.35,1.18,4.5,8.31,3.4,3.03,120.994
7.94,9.53,2.27,4.27,0.83,0.67,9.25,9.26,5.61,7.97,6.26,8.41,54.555
9.58,9.48,0.76,2.9,0.73,8.54,8.72,9.88,6.3,5.19,4.76,10.0,71.327
4.7,7.67,9.62,3.44,1.4,6.72,6.77,1.09,1.76,9.96,0.98,8.62,114.976
4.1,9.19,4.98,6.71,0.68,0.88,4.36,6.16,5.33,2.75,8.26,6.45,79.676
7.98,0.54,1.94,3.52,1.38,0.77,9.1,6.44,9.38,4.12,5.87,7.74,37.819
6.78,7.12,8.21,1.13,0.33,1.13,5.47,4.78,6.74,2.53,0.64,7.65,88.817
5.81,7.25,3.68,0.25,0.08,8.47,2.04,3.52,5.87,4.86,6.89,9.3,78.633
8.21,9.18,3.16,9.13,2.13,9.33,6.62,6.62,7.82,3.41,7.87,0.28,126.119
4.16,9.88,0.5,2.05,3.45,0.62,0.95,9.92,2.58,2.76,5.83,7.89,69.028
3.28,3.32,6.11,6.43,5.71,6.37,4.59,4.29,4.61,2.0,8.04,3.45,115.715
1.2,6.87,2.01,9.58,1.3,6.69,9.33,0.77,2.85,9.07,8.26,9.78,69.021
4.92,6.04,1.3,4.14,9.94,0.69,8.69,1.15,9.72,5.59,9.72,0.54,76.334
9.87,5.99,6.4,4.11,4.46,8.32,3.0,2.38,9.48,5.8,1.77,6.15,136.984
0.62,2.85,7.15,4.41,1.6,9.88,1.2,6.98,0.51,6.86,7.59,9.46,81.319
6.77,2.19,9.24,8.24,3.53,7.74,1.83,2.75,9.31,6.61,7.43,6.96,108.083
4.28,3.01,7.42,4.92,6.15,3.85,3.72,3.07,2.27,3.97,3.74,2.37,154.807
1.97,9.58,8.54,0.15,1.42,2.02,5.01,3.39,4.19,6.87,7.49,4.94,74.255
1.72,5.45,0.14,0.12,3.14,6.79,2.77,7.81,3.56,6.06,9.58,6.71,47.575
9.34,3.09,4.65,3.91,1.05,0.82,4.46,1.82,3.69,2.01,2.76,3.2,127.425
1.71,3.47,8.43,0.88,7.46,2.4,7.0,1.37,3.97,3.17,8.3,6.37,80.683
1.05,1.95,2.25,0.31,9.83,8.68,7.37,6.96,3.8,2.36,7.28,0.45,85.294
3.63,8.81,3.94,9.55,2.36,5.24,0.67,0.47,1.26,3.03,4.01,6.07,216.183
2.75,5.44,8.32,4.68,6.4,3.34,7.91,0.71,7.33,4.06,9.01,2.25,98.913
2.04,9.79,7.19,6.7,3.39,9.24,1.76,5.15,5.33,0.55,3.77,4.01,186.437
4.95,0.13,7.08,2.89,1.66,0.35,3.43,5.2,5.12,4.39,3.14,3.7,68.295
3.48,1.22,1.87,6.31,9.94,3.76,6.78,1.18,7.73,1.51,8.55,2.62,93.691
7.41,7.63,1.76,8.06,3.42,3.88,9.96,5.19,5.91,2.96,2.31,7.93,93.870
8.43,4.2,2.98,2.93,8.3,0.26,2.83,0.02,8.95,3.81,8.4,8.17,84.214
4.36,2.85,2.95,2.9,0.71,0.42,7.87,1.57,6.6,6.74,7.96,0.34,45.656
4.11,6.83,1.49,4.54,6.59,2.87,4.04,3.71,1.23,8.71,4.37,0.52,117.050
8.99,7.94,0.23,4.11,3.71,6.72,1.13,9.61,9.3,7.78,6.31,8.5,74.361
1.81,0.34,1.49,5.16,1.25,0.3,2.9,2.2,5.79,0.09,3.25,0.95,68.182
4.18,4.15,3.36,4.82,5.85,6.61,4.05,7.28,0.27,1.45,7.95,8.92,96.825
1.85,8.62,3.04,1.53,6.97,5.76,3.19,2.76,3.93,3.38,2.05,9.08,113.858
5.49,6.16,9.21,2.52,9.1,7.81,7.37,1.59,4.33,9.12,9.75,4.24,110.687
9.27,1.49,6.19,7.85,0.96,0.53,9.3,9.65,8.79,5.62,0.24,1.93,73.994
7.03,2.07,4.07,0.83,9.33,7.85,5.74,0.45,2.6,9.19,5.07,0.72,131.174
3.87,3.41,5.43,4.58,7.27,0.95,4.39,1.35,3.21,1.58,5.57,9.78,98.570
0.63,7.88,0.3,2.99,6.91,1.71,9.43,8.15,6.21,2.9,8.99,5.05,50.135
1.8,2.76,1.95,7.93,2.01,8.4,9.74,6.42,9.05,3.08,5.05,6.41,62.516
4.83,0.31,1.97,0.83,0.33,7.5,1.74,0.6,0.01,4.93,9.18,4.81,74.142
0.94,1.42,0.95,1.55,5.98,2.16,0.96,8.77,3.44,7.19,3.46,7.16,41.963
3.54,0.94,5.07,7.51,5.0,4.8,9.82,3.46,5.39,5.3,7.3,9.5,65.882
1.64,2.08,2.98,7.01,2.33,2.16,2.68,7.26,2.33,3.96,0.16,6.9,78.145
8.31,1.93,2.57,2.45,5.78,7.01,0.2,3.78,1.57,7.3,2.56,2.71,154.801
7.47,1.0,7.85,9.79,3.28,7.56,6.8,5.56,1.47,9.27,5.66,7.52,101.847
9.56,3.02,5.56,7.5,7.32,0.64,6.22,9.1,9.11,4.32,7.6,5.17,80.925
9.78,4.02,7.42,4.35,1.35,4.48,1.02,1.4,6.83,2.36,1.05,7.36,156.843
3.14,1.3,7.51,3.76,9.3,8.1,6.38,7.03,7.78,6.25,0.17,4.06,104.547
7.64,2.91,7.12,8.05,1.58,6.05,5.37,1.06,9.51,1.19,9.08,5.98,103.604
7.64,3.02,8.49,1.6,9.0,9.03,2.93,1.45,8.22,2.62,2.57,6.36,160.580
3.67,4.89,6.44,6.39,3.66,0.4,7.9,5.5,9.46,0.33,3.09,4.88,81.675
1.37,0.4,8.56,9.25,6.15,1.96,1.13,4.96,9.11,7.46,0.08,2.88,108.080
8.79,7.81,5.81,2.06,7.85,1.81,0.16,0.34,6.24,3.73,0.24,2.79,252.815
3.41,7.08,6.31,2.98,1.39,4.94,4.34,5.39,5.68,1.51,5.2,5.75,93.685
9.71,4.7,1.46,9.53,6.95,4.33,9.08,4.77,7.54,5.08,6.31,9.5,86.755
4.28,4.25,8.71,7.43,2.0,6.05,0.07,7.31,7.06,3.45,7.3,1.28,123.612
4.85,8.51,1.36,2.96,7.87,1.47,7.51,2.45,0.49,2.66,3.78,7.92,108.908
6.65,7.19,4.95,7.58,6.39,2.4,6.14,1.65,9.14,1.03,1.64,3.98,149.109
2.8,0.18,1.31,6.31,7.83,7.73,4.29,1.0,4.96,0.48,0.2,0.78,223.399
1.0,7.83,2.64,4.59,1.61,6.93,6.23,1.03,7.32,9.69,8.18,4.45,66.667
7.7,3.05,5.28,7.45,2.6,3.43,6.53,8.49,5.93,9.66,9.65,4.8,65.490
7.59,7.54,5.64,5.97,7.51,4.2,3.81,5.72,6.07,7.7,7.98,9.38,94.565
0.02,2.89,6.32,5.9,9.67,4.9,0.92,8.53,8.28,5.19,9.5,2.5,85.052
2.14,5.98,3.6,5.56,9.05,7.61,7.13,3.66,3.49,1.19,9.77,2.07,124.277
4.57,9.72,3.46,9.69,5.92,0.02,9.25,5.1,4.5,8.85,7.9,8.05,76.472
7.07,8.47,5.16,8.12,2.06,8.7,3.25,4.46,3.33,0.15,3.53,6.19,189.287
0.25,7.69,6.09,3.89,7.52,5.03,3.25,9.66,1.52,1.18,3.83,8.93,107.402
3.34,4.22,9.74,4.06,8.7,5.91,3.92,4.39,2.17,9.98,8.05,1.67,119.185
1.21,2.97,9.18,4.14,9.83,9.62,7.19,9.39,1.26,2.71,2.29,7.85,120.398
